cpf|nome|data_nascimento|sexo|convenio|logradouro|numero|bairro|cidade|estado|data_cadastro|pais_cadastro
19760852411|Arthur Teixeira|07/11/2017|Masc|AMIL|Pátio da Rocha|3.0|São Gonçalo|Castro|PB|1985-03-16 11:48:08|Br
45703821932|Diogo Viana|04/08/2008|Masc|AMIL|Fazenda Camila das Neves|763.0|Alto Das Antenas|Melo de Goiás|CE|1995-04-22 22:13:21|Br
71604398213|Yasmin Campos|12/11/2000|Fem|AMIL|Travessa Maria Fernanda Vieira|144.0|Vila Pinho|Mendes de Costela|MT|1975-01-17 13:20:16|Br
80625374983|João Pedro Nunes|10/07/2011|Masc|AMIL|Estação Pinto|41.0|Vila Minaslandia|Melo|RJ|2015-11-01 12:54:55|Br
68094172304|Srta. Manuela Viana|06/09/1972|Fem|AMIL|Conjunto Brenda da Rosa|397.0|São João|Rezende|RJ|2020-04-10 04:24:54|Br
14596207399|Ana Beatriz Cunha|05/01/1985|Fem|AMIL|Via Carolina da Paz|415.0|Vila São Gabriel|Araújo de Aragão|RJ|1978-01-16 16:25:09|Br
52140697316|Stephany Duarte|17/08/2008|Fem|AMIL|Conjunto de Ferreira|328.0|Barroca|Silva Verde|RR|1977-07-11 19:14:18|Br
39814205788|Brenda Sales|24/07/1978|Fem|AMIL|Loteamento Cardoso|840.0|Jatobá|Moreira de Moreira|AC|2018-09-30 15:23:45|Br
51973062461|Srta. Melissa Barros|31/08/2020|Fem|AMIL|Morro de Novaes|259.0|Nossa Senhora Aparecida|Costela|ES|2013-03-01 23:53:37|Br
37105482923|Srta. Clarice Costela|26/03/2017|Fem|AMIL|Avenida de Cardoso|10.0|Vila Sumaré|Silveira de da Cruz|AP|1979-09-01 17:01:36|Br
20934871523|Gustavo Henrique Campos|18/06/1985|Masc|AMIL|Travessa de Correia|217.0|Zilah Sposito|Cunha de Porto|PB|1977-05-17 11:10:04|Br
14687039278|Stephany Moraes|16/06/1989|Fem|AMIL|Largo Otávio Carvalho|592.0|Boa Vista|Fernandes|RS|1984-08-23 01:48:34|Br
61429580720|Luiz Gustavo Teixeira|02/09/2014|Masc|AMIL|Loteamento Cecília Barros|646.0|Céu Azul|Pires|AC|1975-10-16 06:42:38|Br
28539640198|Raquel Sales|27/02/1970|Fem|AMIL|Travessa Gustavo Sales|203.0|Vila Aeroporto Jaraguá|Caldeira|RO|1987-11-17 12:28:33|Br
18745236909|Srta. Alexia Rodrigues|09/09/2022|Fem|AMIL|Trevo Bryan Sales|202.0|Vila São Dimas|Teixeira da Prata|MT|2011-01-31 10:28:45|Br
08713594214|Lorena Souza|24/01/1977|Fem|AMIL|Recanto Souza|53.0|Vila Novo São Lucas|Viana Paulista|AC|1971-10-29 04:54:06|Br
14390726803|Gabriela Moraes|20/09/2006|Fem|AMIL|Distrito de Carvalho|839.0|Pantanal|Ramos|GO|1978-04-17 09:59:24|Br
32178465919|Sra. Caroline Ribeiro|01/07/2008|Fem|AMIL|Chácara Vicente Silveira|813.0|Vila De Sá|Alves|RS|1972-04-25 20:02:34|Br
81674320507|Pedro Lucas Melo|17/08/1980|Masc|AMIL|Estação Melissa Azevedo|853.0|Vila Ouro Minas|da Cunha|MA|2014-02-09 02:39:30|Br
35091784241|Heloísa Lopes|16/12/1990|Fem|AMIL|Conjunto Gabrielly Gomes|844.0|Vila Santo Antônio Barroquinha|Ribeiro|MG|2014-06-26 22:08:56|Br
67098524158|Gabrielly Dias|02/11/2007|Fem|AMIL|Campo Pinto|834.0|João Alfredo|Ferreira|RR|1975-07-06 16:47:50|Br
43076891278|Dr. Lucas Vieira|09/10/1991|Masc|AMIL|Pátio de Cavalcanti|908.0|Vila União|Almeida|RO|2013-01-30 10:08:42|Br
38491062769|Lavínia da Luz|28/10/2009|Fem|AMIL|Vale Moura|541.0|Vila Calafate|Pires|ES|1988-09-22 17:57:08|Br
07394186539|Srta. Evelyn Azevedo|08/07/1989|Fem|AMIL|Vale de Monteiro|912.0|Vila Da Ária|das Neves|GO|1982-08-05 06:56:20|Br
64028953774|Ana Sophia Correia|29/10/1988|Fem|AMIL|Trecho Alves|640.0|Vila Aeroporto|Rezende|PR|1991-09-17 22:25:25|Br
48736021903|Fernando Souza|09/02/2013|Masc|AMIL|Morro de da Costa|516.0|Alto Caiçaras|Novaes|AL|2000-01-23 01:14:52|Br
65091843701|Gabriela Porto|31/07/1998|Fem|AMIL|Campo Moraes|449.0|Novo Aarão Reis|Fogaça|BA|2017-07-31 20:24:03|Br
85719023640|André da Rocha|02/12/2016|Masc|AMIL|Viaduto Vieira|261.0|Maria Virgínia|Monteiro|GO|2006-09-28 17:20:31|Br
43671958219|Helena Cavalcanti|11/03/1977|Fem|AMIL|Rodovia de Teixeira|989.0|Sport Club|Cavalcanti|ES|2003-01-31 00:41:43|Br
86791320559|Davi Luiz Silveira|18/02/1986|Masc|AMIL|Jardim de da Conceição|943.0|São Gabriel|das Neves das Pedras|SP|2005-02-15 20:58:51|Br
68391254089|Kevin Silveira|12/08/1981|Masc|AMIL|Área de Nunes|865.0|Bom Jesus|Ribeiro|CE|2012-02-20 14:33:06|Br
73214085905|Emanuella Barbosa|08/01/1998|Fem|AMIL|Rua Emanuelly Oliveira|801.0|Biquinhas|Santos|PA|2019-09-19 22:24:40|Br
61307849539|Luna Moraes|01/11/1984|Fem|AMIL|Estrada Giovanna da Cunha|729.0|Nova Vista|Mendes|BA|1979-09-02 15:45:07|Br
40382761553|Dra. Maria Vitória Fogaça|09/02/1972|Fem|AMIL|Via Ramos|581.0|Vila Piratininga Venda Nova|Moraes|RO|1996-09-19 02:07:08|Br
40615897339|Maria Oliveira|13/03/2006|Fem|AMIL|Loteamento de Gomes|520.0|São João|Campos do Campo|GO|2007-06-09 10:21:28|Br
50637198212|Ana Laura Barros|06/10/2020|Fem|AMIL|Largo Mendes|229.0|São Gabriel|Rodrigues|RR|2007-02-19 09:15:35|Br
34017986269|Dr. Pedro Henrique Cunha|10/01/2022|Masc|AMIL|Núcleo Clara da Mota|205.0|Satelite|Pires Alegre|MT|1986-04-13 01:22:47|Br
65071398400|Sophia Ferreira|22/10/1988|Fem|AMIL|Rodovia Cecília Novaes|325.0|Coqueiros|da Rocha das Pedras|MS|1994-03-24 13:21:55|Br
15203694842|Bernardo Nogueira|28/01/2019|Masc|AMIL|Colônia Peixoto|280.0|Vila Mangueiras|Costa|MG|2013-04-05 23:39:52|Br
60594712858|Davi Luiz da Costa|18/10/2011|Masc|AMIL|Esplanada de Porto|25.0|Pirineus|Souza Verde|AL|2021-07-29 16:14:50|Br
62137985012|Maria Sophia Nogueira|02/04/2005|Fem|AMIL|Estação Elisa Duarte|796.0|Minaslandia|Sales|RR|2005-08-29 08:46:54|Br
74038269574|Clara Ribeiro|04/03/1991|Fem|AMIL|Trecho de Pereira|9.0|Ventosa|Farias|SP|2006-01-30 11:51:38|Br
19804637510|Gabrielly Melo|25/12/1977|Fem|AMIL|Viela da Mota|264.0|Bonsucesso|Carvalho|BA|1975-01-07 07:01:20|Br
29315076877|Otávio da Rosa|19/04/2021|Masc|AMIL|Núcleo de Cardoso|989.0|Bandeirantes|Barbosa|PR|1996-06-19 05:08:08|Br
95081763268|Catarina Ribeiro|15/04/2010|Fem|AMIL|Favela de Martins|89.0|Cruzeiro|Ribeiro de Souza|AL|1998-09-10 09:31:01|Br
37452806107|Ana Luiza Pereira|19/01/2004|Fem|AMIL|Setor de da Rosa|183.0|Santa Isabel|da Rocha de Cardoso|MG|1975-12-16 07:57:03|Br
65908134260|Carolina Pinto|14/05/2022|Fem|AMIL|Aeroporto de Melo|243.0|Barreiro|Santos|PR|1991-10-15 09:13:44|Br
32569840700|Larissa Lopes|02/07/1983|Fem|AMIL|Chácara Cunha|66.0|Vila São Gabriel|Moreira|BA|2017-11-25 15:31:51|Br
03691854710|Sra. Natália Freitas|30/05/1993|Fem|AMIL|Residencial Silva|621.0|Nossa Senhora Da Aparecida|da Conceição da Praia|ES|2006-04-20 13:44:07|Br
42875319655|Miguel Farias|08/04/1983|Masc|AMIL|Condomínio Gomes|126.0|Cidade Jardim Taquaril|Farias|PA|2017-02-17 08:51:39|Br
87942601331|Anthony Oliveira|29/08/2007|Masc|AMIL|Praia Souza|309.0|Milionario|da Cunha|MS|1985-02-25 16:02:14|Br
97821463078|Maitê Farias|08/01/1972|Fem|AMIL|Pátio Catarina Viana|97.0|Apolonia|Cunha dos Dourados|RS|1989-03-31 21:58:38|Br
89426357092|Sr. Joaquim Martins|06/10/2022|Masc|AMIL|Travessa de Vieira|991.0|Vila Suzana Primeira Seção|Farias do Sul|PR|1972-04-04 10:10:11|Br
89305174205|Ana Beatriz Rocha|22/12/1970|Fem|AMIL|Avenida Emanuel Martins|251.0|Vila Madre Gertrudes 4ª Seção|Cavalcanti|AC|2010-09-20 12:14:54|Br
14695803224|Kevin Porto|27/10/2008|Masc|AMIL|Chácara de Correia|928.0|Conjunto Serra Verde|Silva|PE|1988-12-13 17:31:28|Br
72430681544|Ana da Paz|12/11/2013|Fem|AMIL|Núcleo Bianca Rodrigues|3.0|Maria Helena|Pires|AM|1986-08-18 00:29:36|Br
47063925865|Sr. Rafael da Rocha|07/03/1993|Masc|AMIL|Conjunto de Novaes|762.0|Nossa Senhora De Fátima|Freitas|RS|2004-03-19 10:16:09|Br
48907352674|Julia Martins|11/10/2007|Fem|AMIL|Estação Freitas|553.0|Marieta 1ª Seção|Barros do Campo|DF|2022-08-11 18:59:38|Br
19540623898|Isabel Castro|21/12/2016|Fem|AMIL|Pátio de da Cunha|554.0|Lagoa|Dias de Fogaça|PB|2004-11-03 16:51:34|Br
89267504347|Emanuel da Conceição|30/01/2022|Masc|AMIL|Estrada de Ferreira|602.0|Mirtes|Peixoto de Minas|PA|1989-05-27 04:39:51|Br
56497108211|Renan Gonçalves|10/11/1994|Masc|AMIL|Morro Ferreira|228.0|Ouro Minas|Rezende do Amparo|PE|1998-04-05 05:15:46|Br
51304728617|Sra. Melissa Moreira|25/12/1987|Fem|AMIL|Esplanada da Luz|251.0|Penha|Moraes|GO|1975-10-06 10:04:53|Br
71390856410|Maitê Jesus|15/12/2013|Fem|AMIL|Passarela Cecília Farias|34.0|Miramar|Oliveira|MA|1994-05-20 07:58:14|Br
68015423970|Brenda das Neves|04/08/1994|Fem|AMIL|Viela Pereira|190.0|Alto Vera Cruz|Farias|PR|1975-12-17 02:05:23|Br
93568721040|Lucas da Conceição|18/06/1977|Masc|AMIL|Avenida Vieira|25.0|Zilah Sposito|Mendes|RO|1989-12-02 13:13:45|Br
27354680117|Ana Luiza Cunha|22/07/2012|Fem|AMIL|Avenida Lima|611.0|Lajedo|da Mota|MT|1998-07-08 15:12:43|Br
37841620535|Guilherme Carvalho|19/11/2001|Masc|AMIL|Chácara da Mata|863.0|Novo Santa Cecilia|Gonçalves|PA|1977-12-19 17:19:37|Br
29463805729|Lucas Gabriel Silveira|13/11/1973|Masc|AMIL|Aeroporto da Paz|475.0|Marmiteiros|Cunha do Norte|BA|2021-01-03 23:43:32|Br
54610927306|Juliana Silva|10/08/1973|Fem|AMIL|Alameda Carlos Eduardo Silva|915.0|Marieta 1ª Seção|Alves de Almeida|TO|1980-08-19 06:38:49|Br
07193842579|Luana Porto|23/06/1998|Fem|AMIL|Trecho Enrico Vieira|342.0|Vila Nova Dos Milionarios|Alves|CE|2021-11-27 04:27:14|Br
96180475202|Emilly da Costa|24/07/2011|Fem|AMIL|Colônia de Almeida|932.0|Indaiá|Cardoso da Serra|ES|2006-07-27 23:23:30|Br
51639024824|Pietro Cavalcanti|23/05/2009|Masc|AMIL|Sítio Pinto|319.0|Vila Puc|Costa de da Cunha|BA|2009-07-01 15:01:31|Br
86704395229|Ana Julia da Mata|25/06/1978|Fem|AMIL|Parque Araújo|566.0|Granja Werneck|Sales dos Dourados|GO|1981-08-23 13:11:29|Br
29173854050|Mariana Cunha|28/03/1981|Fem|AMIL|Feira de Moreira|372.0|Vila Nova Cachoeirinha 2ª Seção|Martins|MT|2011-06-21 16:42:47|Br
41738960269|Pedro Ramos|18/10/1998|Masc|AMIL|Vereda Ana Júlia Martins|301.0|Araguaia|Gonçalves de Goiás|RR|1999-02-05 09:38:55|Br
78324619003|Natália Campos|01/07/1975|Fem|AMIL|Praça Novaes|882.0|Vila Nova Dos Milionarios|Aragão|PB|1977-12-10 10:58:11|Br
40175268371|Ryan Jesus|23/02/2014|Masc|AMIL|Favela de Ramos|60.0|Castelo|Nogueira de Fernandes|RS|1976-09-16 11:54:10|Br
60475128362|Dr. João Miguel Ferreira|27/05/2001|Masc|AMIL|Trecho de da Cunha|567.0|Havaí|Moraes|SP|2007-06-09 12:10:40|Br
92430576856|Anthony Martins|04/11/2013|Masc|AMIL|Pátio de Cardoso|713.0|Vila Formosa|Silva da Praia|SP|2020-11-01 04:08:17|Br
28469107313|Esther Souza|18/06/2006|Fem|AMIL|Passarela Melissa Santos|971.0|Pongelupe|Mendes de Goiás|CE|2020-11-08 05:19:39|Br
17638254007|Laura Lopes|29/05/1993|Fem|AMIL|Colônia Rodrigo Fogaça|82.0|Esperança|Moraes|PE|2007-02-25 20:58:18|Br
75638241035|Enrico Gomes|22/11/1988|Masc|AMIL|Fazenda Sophie Porto|304.0|São Francisco Das Chagas|Cardoso|MT|1978-09-22 11:15:33|Br
94016573270|Sra. Natália Moreira|22/10/2022|Fem|AMIL|Recanto Mendes|511.0|Conjunto Serra Verde|Barbosa Paulista|PA|1993-05-19 00:04:51|Br
74023815950|Bernardo Silveira|17/04/2022|Masc|AMIL|Pátio Carolina Fernandes|673.0|Bonsucesso|Rezende do Galho|MG|2007-07-27 14:35:56|Br
65849023747|Bruna Pereira|18/12/1970|Fem|AMIL|Lagoa de Vieira|555.0|Vista Alegre|da Costa|MS|1981-02-12 14:37:18|Br
38470259610|Eduardo da Mota|07/03/2009|Masc|AMIL|Travessa da Luz|972.0|Tirol|Peixoto|MT|2022-12-14 04:09:42|Br
83657492038|Caroline Farias|17/12/2005|Fem|AMIL|Campo Joana da Rosa|708.0|União|da Costa do Sul|AM|2015-06-24 01:28:38|Br
14208675390|Dra. Larissa Lopes|01/08/2004|Fem|AMIL|Lago Campos|881.0|Minaslandia|Cardoso|PI|2005-08-27 03:44:49|Br
95624183755|Isabella Novaes|12/07/1977|Fem|AMIL|Pátio de Caldeira|690.0|Leticia|Cavalcanti das Pedras|AP|2008-05-05 11:30:05|Br
69471350280|Dra. Maitê da Rocha|15/04/1988|Fem|AMIL|Vale Caroline da Mata|591.0|Ouro Preto|Freitas do Amparo|MG|1972-12-20 21:40:19|Br
65437218044|Sr. Vicente Oliveira|12/01/1990|Masc|AMIL|Viela Alves|801.0|Vila Inestan|Nogueira|SC|1988-07-03 15:19:30|Br
65874931066|Marcelo Farias|04/02/2021|Masc|AMIL|Distrito Ana Sophia da Costa|276.0|Xangri-Lá|Gomes de Sales|ES|1994-06-02 17:21:40|Br
34152068744|Eduarda Nunes|04/04/1992|Fem|AMIL|Viaduto de Carvalho|15.0|Maria Virgínia|Cavalcanti de Goiás|PR|1984-03-29 02:35:37|Br
97824106594|Calebe Moura|03/11/1970|Masc|AMIL|Trevo Costela|418.0|Dom Silverio|da Mata|SC|2010-11-30 07:14:27|Br
54837129005|Clara Correia|19/05/1994|Fem|AMIL|Via de da Paz|105.0|Barreiro|Pereira Grande|RJ|1992-07-10 15:43:47|Br
84069237500|Pedro Lucas Silveira|04/07/1983|Masc|AMIL|Rodovia de das Neves|354.0|Nova Floresta|da Paz Grande|PE|1990-06-02 22:27:16|Br
62734951819|Maria Fernanda Araújo|06/09/1990|Fem|AMIL|Praça Luiz Miguel Lima|251.0|São Damião|Pinto|MA|1997-07-05 04:14:18|Br
50943761875|Srta. Bruna Melo|23/10/1981|Fem|AMIL|Estação Peixoto|562.0|Vila Santo Antônio Barroquinha|Castro de Minas|RJ|2014-01-09 07:33:22|Br
17420386544|Vinicius Caldeira|22/06/1996|Masc|AMIL|Chácara de Pinto|819.0|Cabana Do Pai Tomás|Farias|RO|2015-03-11 08:40:58|Br
48152967076|Rafaela Cavalcanti|23/08/2016|Fem|AMIL|Parque Isabella Gonçalves|604.0|Alto Vera Cruz|Aragão|RS|1999-04-09 05:54:30|Br
40135627826|Dr. Diego da Cunha|06/09/2002|Masc|AMIL|Quadra Gustavo Henrique Gonçalves|80.0|Santa Margarida|Barbosa|RJ|1995-06-24 18:48:53|Br
67319042525|Ana Sophia Almeida|28/11/1985|Fem|AMIL|Trevo Costa|915.0|São Marcos|da Costa|GO|1995-03-11 06:08:46|Br
89742315060|Beatriz Dias|17/09/1977|Fem|AMIL|Aeroporto Duarte|33.0|Santa Inês|Farias|MA|1985-08-30 08:41:30|Br
62093478510|Maria Caldeira|20/06/1988|Fem|AMIL|Vereda de Farias|673.0|Trevo|Ribeiro|SP|2020-06-05 11:53:51|Br
51049768230|Nicolas da Paz|07/08/2008|Masc|AMIL|Residencial Thiago Oliveira|983.0|Cruzeiro|da Paz da Mata|PE|1992-06-14 06:47:36|Br
81729436013|Isabelly Lopes|09/06/2006|Fem|AMIL|Vila Daniel Cunha|780.0|Conjunto Santa Maria|Oliveira Alegre|BA|2018-08-04 14:01:48|Br
10362845735|Evelyn Costela|28/12/1973|Fem|AMIL|Passarela Isabel da Mota|301.0|Flavio De Oliveira|Gonçalves|PI|2017-06-17 14:27:18|Br
28734560947|Dr. Anthony Almeida|23/10/1986|Masc|AMIL|Condomínio Rocha|254.0|Minas Brasil|Araújo|SC|1987-11-26 07:11:00|Br
87463290565|Yago Caldeira|01/12/1984|Masc|AMIL|Loteamento de Cardoso|885.0|Leonina|Viana da Praia|PE|2014-04-25 06:29:42|Br
01539467252|Maria Julia Fogaça|10/01/1992|Fem|AMIL|Morro de Azevedo|423.0|Outro|Cardoso|RR|1987-08-13 18:34:39|Br
63572801435|Ana Sophia Araújo|04/06/1989|Fem|AMIL|Sítio Anthony Melo|335.0|Leticia|Rocha do Oeste|MT|2016-05-20 14:44:02|Br
70845219332|Raul Ramos|30/10/2012|Masc|AMIL|Avenida de Lopes|480.0|Salgado Filho|Rezende do Amparo|RO|2020-10-21 11:30:44|Br
64358091270|Sra. Marcela da Paz|12/06/1973|Fem|AMIL|Lagoa Gomes|957.0|Boa Esperança|Nunes|TO|1975-01-03 17:53:37|Br
36047125999|Srta. Lara da Cunha|25/02/2014|Fem|AMIL|Área Clarice Sales|572.0|Vila Real 1ª Seção|Araújo do Oeste|MG|1989-01-15 20:34:17|Br
83705291602|Pedro Miguel Pinto|07/03/2012|Masc|AMIL|Passarela Gomes|495.0|Bonfim|da Paz de Fernandes|RR|1971-12-16 16:27:34|Br
27501643970|Maria Julia da Cunha|04/05/2009|Fem|AMIL|Travessa Aragão|55.0|Santa Isabel|Farias do Campo|PR|1992-10-01 17:23:00|Br
79013285686|Catarina Porto|11/10/2003|Fem|AMIL|Feira Emanuelly Farias|175.0|Horto|Oliveira de da Costa|RR|2004-06-25 15:57:37|Br
27306495810|Maria Vitória Ribeiro|27/03/1998|Fem|AMIL|Recanto de Monteiro|116.0|Santo Agostinho|da Luz dos Dourados|RO|1993-04-20 17:26:58|Br
61039725821|Benício Teixeira|16/01/1972|Masc|AMIL|Rua Sales|93.0|Indaiá|Cardoso de Goiás|DF|2017-10-11 10:25:37|Br
15068974285|Emanuella Freitas|08/02/1993|Fem|AMIL|Lagoa Freitas|659.0|Pongelupe|Fernandes de Goiás|MS|2004-11-05 00:53:32|Br
39650124870|Lavínia da Costa|02/03/1994|Fem|AMIL|Rodovia Olivia Ramos|293.0|São Gonçalo|Cardoso|MT|2017-09-29 01:24:32|Br
79368541000|Leandro Gomes|30/08/1973|Masc|AMIL|Parque Alexia da Rocha|50.0|Nova Granada|da Cunha|AP|1991-09-15 12:13:40|Br
32674950838|Srta. Bruna Almeida|18/01/2001|Fem|AMIL|Rua Oliveira|328.0|Álvaro Camargos|Viana|PR|1988-05-27 21:35:08|Br
94183572673|Kamilly Pires|14/06/1981|Fem|AMIL|Estação de Mendes|237.0|Pongelupe|Castro|AM|1993-02-26 11:28:52|Br
09361475800|Beatriz Rodrigues|09/01/2000|Fem|AMIL|Trevo Viana|530.0|Vila Batik|Alves Verde|ES|1995-02-09 20:57:56|Br
23180956712|Alícia Gonçalves|14/04/1997|Fem|AMIL|Lago Pinto|943.0|São Francisco Das Chagas|Araújo dos Dourados|RO|1990-03-18 22:26:42|Br
75830912414|Bryan Pinto|30/07/2007|Masc|AMIL|Aeroporto Clarice Duarte|663.0|Vila Rica|Alves do Oeste|SC|2011-04-15 03:19:49|Br
02357819405|Leandro Sales|27/12/2003|Masc|AMIL|Estação de Nunes|571.0|Araguaia|Gomes de Aragão|CE|2018-04-17 11:51:22|Br
80659472120|Srta. Luana Souza|08/03/1992|Fem|AMIL|Ladeira Cavalcanti|958.0|Etelvina Carneiro|Araújo|PA|1997-06-27 02:48:37|Br
74132509699|Ana Beatriz Farias|15/06/1977|Fem|AMIL|Área Caldeira|571.0|Venda Nova|Cavalcanti|PB|2018-04-26 14:15:59|Br
68097345200|Vitória Melo|15/04/1991|Fem|AMIL|Quadra Leandro Souza|80.0|Jardim Dos Comerciarios|Cunha de Araújo|AM|2008-02-09 11:35:54|Br
63890172431|Manuela Alves|15/11/2015|Fem|AMIL|Avenida de Fernandes|364.0|Alto Vera Cruz|Nunes|BA|2010-09-26 23:15:26|Br
97382614573|Luiz Felipe Cardoso|08/07/2004|Masc|AMIL|Setor de Lopes|328.0|Vila Madre Gertrudes 2ª Seção|Teixeira|BA|2007-07-28 17:21:57|Br
32014678987|Paulo Pires|26/12/2005|Masc|AMIL|Favela Rafael da Conceição|50.0|Madre Gertrudes|Santos da Praia|PR|1997-07-14 10:14:12|Br
65207819321|Clara Moreira|07/03/1974|Fem|AMIL|Morro de Rezende|855.0|Manacas|Moraes|DF|2020-11-19 08:43:35|Br
37589240141|Dra. Mariane Carvalho|27/06/2018|Fem|AMIL|Distrito Almeida|356.0|São João Batista|Nogueira do Galho|RS|2015-07-18 09:35:24|Br
01549387260|Yasmin Pinto|01/02/2023|Fem|AMIL|Feira de Castro|215.0|Vila Batik|da Paz da Mata|DF|1994-01-15 06:26:59|Br
30827946104|João Miguel Rodrigues|28/07/1995|Masc|AMIL|Pátio da Conceição|19.0|Dom Cabral|Ribeiro do Oeste|MA|2007-12-09 12:44:52|Br
47620139869|Levi Rezende|04/10/1992|Masc|AMIL|Favela Aragão|882.0|João Pinheiro|Costa do Oeste|MG|1985-02-09 11:27:19|Br
28639501777|Maria Eduarda Cunha|07/06/1997|Fem|AMIL|Conjunto Silveira|844.0|Conjunto Santa Maria|Dias|MA|1988-03-08 04:15:08|Br
90476823196|Valentina Moreira|13/09/2022|Fem|AMIL|Favela Carolina Castro|128.0|Flavio Marques Lisboa|Martins do Oeste|SP|1992-07-28 01:19:17|Br
09572813404|Joana Barbosa|07/11/1977|Fem|AMIL|Morro Pires|828.0|Novo Glória|da Paz das Pedras|AL|1996-03-17 17:24:03|Br
13257048653|Otávio das Neves|08/10/1982|Masc|AMIL|Rua Rodrigo Ramos|233.0|Vila Santo Antônio Barroquinha|Ferreira Paulista|MA|2017-03-30 14:02:09|Br
96834210598|Dra. Luiza Rocha|21/04/1987|Fem|AMIL|Viaduto de Freitas|576.0|Vila Bandeirantes|Cardoso|PR|1978-12-08 10:25:57|Br
76102453999|Laura Jesus|11/05/1993|Fem|AMIL|Vale Sabrina Alves|284.0|Padre Eustáquio|da Paz do Norte|CE|1983-06-24 02:16:00|Br
32069184560|Guilherme Cardoso|19/12/1972|Masc|AMIL|Pátio Ferreira|608.0|Vila São Rafael|Peixoto|AP|2006-06-10 00:52:59|Br
71096342561|Emilly Ribeiro|02/02/2011|Fem|AMIL|Lagoa Ana Laura Rodrigues|331.0|Paraíso|Lima do Oeste|MG|2012-11-24 22:31:42|Br
05148637900|Luiz Felipe Nogueira|20/06/1975|Masc|AMIL|Colônia de Cavalcanti|186.0|Ernesto Nascimento|Dias|TO|1992-10-26 05:34:06|Br
87641932096|Cecília Rodrigues|25/11/2006|Fem|AMIL|Viaduto Augusto Oliveira|738.0|Esperança|Campos das Pedras|GO|1979-03-17 12:18:34|Br
86342507171|Srta. Laís Teixeira|24/04/2012|Fem|AMIL|Ladeira Duarte|152.0|Floramar|Rodrigues|AL|2017-03-01 14:54:06|Br
50976312859|Manuela Mendes|10/05/1996|Fem|AMIL|Núcleo Gustavo Dias|234.0|Minaslandia|Martins de Pinto|CE|1995-09-05 10:30:59|Br
29178356059|Raquel Viana|11/07/2007|Fem|AMIL|Esplanada Rafaela Aragão|242.0|Lourdes|da Mata|GO|2017-09-08 03:21:59|Br
27415893646|Ana Julia Azevedo|17/12/1972|Fem|AMIL|Vale Viana|790.0|Vila União|Castro da Serra|ES|2019-04-25 01:16:45|Br
45701982602|Pietra Araújo|17/09/2009|Fem|AMIL|Lago Bruna Cardoso|910.0|Gutierrez|Campos|MT|2000-01-13 22:41:09|Br
02175649334|João Pedro Costa|18/08/1979|Masc|AMIL|Vereda de Alves|579.0|Caetano Furquim|Viana|PI|2014-12-20 16:11:53|Br
67520841308|Fernanda da Rosa|07/07/1995|Fem|AMIL|Via Rezende|854.0|Goiania|Pinto Verde|AL|1989-06-01 05:56:01|Br
67413095866|Luiza da Mata|30/05/1976|Fem|AMIL|Rodovia da Conceição|987.0|Xodo-Marize|Pinto|AL|1989-01-02 16:55:18|Br
80596417276|Giovanna Fogaça|07/09/2008|Fem|AMIL|Jardim Gomes|652.0|Ipe|da Paz|PE|1975-07-21 05:50:31|Br
61342785991|Nina Sales|06/05/1994|Fem|AMIL|Viela Luana Cardoso|393.0|Vila Maria|Pires|PR|2004-04-20 16:26:44|Br
87024695374|Luana Barbosa|07/09/2010|Fem|AMIL|Estação Fernandes|191.0|Belmonte|Lopes|RS|2011-03-11 04:14:55|Br
49317628087|Luana Cavalcanti|17/01/1983|Fem|AMIL|Setor Farias|448.0|Vila Mantiqueira|Gomes de Nascimento|ES|1970-07-27 16:40:51|Br
10836249542|Maitê Rocha|06/08/1990|Fem|AMIL|Chácara Moreira|281.0|Santa Terezinha|Costela|PA|1973-08-18 07:32:28|Br
53629714099|Ana Lívia da Luz|05/03/1972|Fem|AMIL|Trecho Monteiro|230.0|Leonina|Vieira Verde|CE|1974-03-04 23:13:12|Br
43579628038|Mariana Monteiro|24/03/1984|Fem|AMIL|Fazenda Ana Vitória Rodrigues|334.0|Vitoria|Correia|PA|1980-11-14 04:05:10|Br
85241790667|Alice Castro|04/11/2001|Fem|AMIL|Feira de Almeida|543.0|Santa Sofia|Freitas de Minas|CE|2008-02-24 00:44:15|Br
95172630406|Maysa da Mota|21/09/2009|Fem|AMIL|Rua Santos|29.0|Granja Werneck|Sales|PR|1970-05-14 22:39:16|Br
93721506499|Sra. Maria Nogueira|23/01/2000|Fem|AMIL|Avenida Carvalho|842.0|Conjunto Califórnia I|Ribeiro Grande|PE|2002-05-24 19:28:08|Br
81529346746|Júlia Freitas|03/11/1980|Fem|AMIL|Rua Luiza Gonçalves|878.0|Laranjeiras|Campos|AM|1975-05-09 05:24:20|Br
37591864246|Sra. Clara da Rosa|08/02/2003|Fem|AMIL|Esplanada Moreira|691.0|Vila Paraíso|da Rosa Alegre|PA|1987-12-13 08:07:38|Br
65487102317|Sr. Pedro Lucas das Neves|22/07/2013|Masc|AMIL|Rodovia das Neves|192.0|São Jorge 1ª Seção|Duarte|AC|2001-02-08 16:15:32|Br
46120937803|Sophia da Luz|22/08/2000|Fem|AMIL|Lagoa Maria Julia Cavalcanti|812.0|Guaratã|da Conceição|GO|1971-08-27 11:04:39|Br
